Date of Census,Total Individuals in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adult Families in Shelter
07/17/2021,45515,16479,8325,1666
07/16/2021,45488,16503,8310,1664
07/15/2021,45521,16532,8305,1673
07/14/2021,45524,16583,8269,1681
07/13/2021,45597,16583,8282,1680
07/12/2021,45654,16624,8282,1691
07/11/2021,45564,16511,8307,1695
07/10/2021,45505,16491,8290,1688
07/09/2021,45469,16480,8291,1682
07/08/2021,45565,16638,8278,1672
07/07/2021,45548,16542,8303,1681
07/06/2021,45695,16618,8324,1693
07/05/2021,45561,16524,8314,1693
07/04/2021,45511,16411,8333,1696
07/03/2021,45594,16551,8324,1685
07/02/2021,45690,16698,8303,1691
07/01/2021,45889,16813,8327,1690
06/30/2021,47045,16981,8674,1730
06/29/2021,47113,16987,8691,1730
06/28/2021,47076,17037,8658,1733
06/27/2021,47114,17040,8685,1728
06/26/2021,47204,17062,8716,1725
06/25/2021,47267,17150,8709,1729
06/24/2021,47378,17247,8709,1734
06/23/2021,47414,17297,8703,1733
06/22/2021,47609,17440,8721,1731
06/21/2021,47521,17412,8704,1728
06/20/2021,47644,17378,8767,1723
06/19/2021,47667,17383,8775,1722
06/18/2021,47755,17455,8777,1722
06/17/2021,47658,17407,8755,1728
06/16/2021,47762,17472,8768,1737
06/15/2021,47746,17462,8759,1738
06/14/2021,47829,17513,8762,1739
06/13/2021,47897,17471,8800,1736
06/12/2021,47873,17429,8802,1735
06/11/2021,47888,17422,8808,1740
06/10/2021,47947,17447,8817,1732
06/09/2021,47798,17431,8776,1735
06/08/2021,47919,17480,8798,1737
06/07/2021,47942,17496,8800,1746
06/06/2021,47977,17437,8847,1731
06/05/2021,47892,17387,8830,1733
06/04/2021,47984,17476,8819,1744
06/03/2021,48108,17551,8842,1738
06/02/2021,47961,17487,8821,1737
06/01/2021,48093,17574,8835,1744
05/31/2021,48228,17583,8872,1748
05/30/2021,48330,17671,8879,1743
05/29/2021,48291,17684,8858,1738
05/28/2021,48253,17625,8852,1744
05/27/2021,48240,17601,8845,1750
05/26/2021,48199,17636,8838,1740
05/25/2021,48188,17632,8833,1748
05/24/2021,48274,17686,8824,1760
05/23/2021,48235,17626,8831,1751
05/22/2021,48255,17569,8859,1757
05/21/2021,48294,17590,8865,1764
05/20/2021,48388,17683,8875,1754
05/19/2021,48372,17707,8867,1760
05/18/2021,48492,17690,8905,1763
05/17/2021,48647,17766,8908,1778
05/16/2021,48756,17777,8937,1775
05/15/2021,48782,17745,8957,1780
05/14/2021,48762,17796,8934,1781
05/13/2021,48808,17821,8930,1780
05/12/2021,48785,17844,8916,1778
05/11/2021,48808,17897,8894,1784
05/10/2021,48934,17926,8920,1795
05/09/2021,49184,17960,8981,1802
05/08/2021,49096,17839,8994,1804
05/07/2021,49117,17867,8999,1807
05/06/2021,49147,17940,8985,1803
05/05/2021,49267,17988,9039,1804
05/04/2021,49195,17909,8997,1811
05/03/2021,49208,17929,9000,1816
05/02/2021,49221,17813,9026,1816
05/01/2021,49259,17814,9042,1812
04/30/2021,49338,17861,9054,1815
04/29/2021,49456,17966,9061,1814
04/28/2021,49559,17980,9080,1821
04/27/2021,49522,17958,9076,1816
04/26/2021,49646,18058,9075,1821
04/25/2021,49696,18045,9095,1831
04/24/2021,49716,18007,9106,1835
04/23/2021,49746,17995,9108,1836
04/22/2021,49825,18100,9106,1832
04/21/2021,49852,18107,9112,1835
04/20/2021,49676,18010,9095,1843
04/19/2021,49867,18048,9140,1841
04/18/2021,49952,18099,9150,1840
04/17/2021,49979,18090,9167,1840
04/16/2021,50096,18126,9191,1843
04/15/2021,50132,18138,9197,1840
04/14/2021,50094,18081,9197,1839
04/13/2021,50115,18130,9185,1843
04/12/2021,50212,18210,9184,1854
04/11/2021,50336,18225,9210,1852
04/10/2021,50159,18046,9218,1849
04/09/2021,50156,18100,9206,1849
04/08/2021,50189,18063,9220,1856
04/07/2021,50206,18107,9208,1856
04/06/2021,50269,18154,9205,1859
04/05/2021,50506,18199,9257,1867
04/04/2021,50606,18218,9299,1859
04/03/2021,50495,18141,9280,1866
04/02/2021,50600,18216,9285,1867
04/01/2021,50649,18263,9292,1865
03/31/2021,50711,18322,9300,1863
03/30/2021,50752,18288,9319,1861
03/29/2021,50814,18370,9313,1868
03/28/2021,50884,18349,9343,1865
03/27/2021,50780,18249,9340,1868
03/26/2021,50765,18267,9331,1867
03/25/2021,51004,18396,9352,1879
03/24/2021,51084,18439,9360,1877
03/23/2021,51051,18395,9375,1864
03/22/2021,51169,18418,9398,1865
03/21/2021,51301,18409,9440,1869
03/20/2021,51250,18382,9420,1879
03/19/2021,51339,18426,9430,1885
03/18/2021,51411,18481,9438,1882
03/17/2021,51364,18454,9434,1878
03/16/2021,51471,18569,9440,1874
03/15/2021,51453,18482,9462,1875
03/14/2021,51476,18490,9472,1867
03/13/2021,51482,18440,9491,1869
03/12/2021,51439,18440,9476,1873
03/11/2021,51705,18539,9531,1883
03/10/2021,51685,18517,9514,1890
03/09/2021,51660,18487,9508,1898
03/08/2021,51881,18506,9571,1901
03/07/2021,52041,18513,9624,1903
03/06/2021,51940,18448,9612,1903
03/05/2021,51869,18424,9598,1908
03/04/2021,51896,18515,9578,1911
03/03/2021,51828,18434,9579,1913
03/02/2021,51948,18488,9590,1922
03/01/2021,51941,18479,9593,1920
02/28/2021,52015,18477,9613,1919
02/27/2021,51972,18438,9612,1914
02/26/2021,51983,18407,9621,1916
02/25/2021,51993,18427,9606,1926
02/24/2021,51998,18404,9607,1933
02/23/2021,52134,18403,9660,1937
02/22/2021,52137,18373,9677,1930
02/21/2021,52162,18397,9670,1935
02/20/2021,52259,18448,9693,1930
02/19/2021,52201,18394,9692,1934
02/18/2021,52126,18355,9682,1923
02/17/2021,52181,18381,9689,1925
02/16/2021,52341,18455,9706,1935
02/15/2021,52203,18517,9647,1933
02/14/2021,52317,18508,9694,1927
02/13/2021,52360,18492,9709,1935
02/12/2021,52289,18472,9690,1934
02/11/2021,52322,18472,9699,1938
02/10/2021,52407,18499,9721,1940
02/09/2021,52470,18517,9738,1938
02/08/2021,52382,18541,9695,1944
02/07/2021,52414,18486,9731,1939
02/06/2021,52471,18431,9766,1943
02/05/2021,52431,18397,9759,1938
02/04/2021,52552,18478,9772,1937
02/03/2021,52567,18513,9777,1931
02/02/2021,52581,18562,9761,1940
02/01/2021,52725,18646,9774,1949
01/31/2021,52663,18622,9762,1947
01/30/2021,52640,18585,9758,1954
01/29/2021,52734,18551,9800,1959
01/28/2021,52839,18631,9802,1954
01/27/2021,52890,18632,9820,1953
01/26/2021,52833,18627,9798,1956
01/25/2021,52923,18660,9805,1964
01/24/2021,52873,18600,9818,1955
01/23/2021,53005,18603,9853,1961
01/22/2021,52827,18569,9813,1957
01/21/2021,52853,18548,9827,1959
01/20/2021,52754,18530,9799,1957
01/19/2021,52689,18537,9772,1968
01/18/2021,52804,18547,9809,1970
01/17/2021,52728,18490,9806,1969
01/16/2021,52705,18499,9791,1966
01/15/2021,52609,18468,9760,1970
01/14/2021,52659,18504,9761,1964
01/13/2021,52895,18481,9852,1980
01/12/2021,52776,18436,9809,1980
01/11/2021,52906,18487,9836,1991
01/10/2021,52955,18478,9859,1990
01/09/2021,52845,18411,9843,1987
01/08/2021,52754,18398,9817,1984
01/07/2021,52781,18392,9827,1976
01/06/2021,52947,18358,9896,1975
01/05/2021,52905,18384,9870,1977
01/04/2021,52955,18291,9908,2000
01/03/2021,53259,18455,9968,1990
01/02/2021,53128,18361,9950,1994
01/01/2021,53146,18385,9946,2000
12/31/2020,52874,18189,9916,1995
12/30/2020,53085,18385,9927,1989
12/29/2020,53206,18514,9930,1990
12/28/2020,53349,18465,9986,2006
12/27/2020,53534,18492,10039,2004
12/26/2020,53470,18465,10030,1998
12/25/2020,53409,18418,10021,2001
12/24/2020,53385,18370,10038,1989
12/23/2020,53351,18364,10022,2003
12/22/2020,53356,18407,10002,2012
12/21/2020,53442,18424,10016,2024
12/20/2020,53665,18483,10072,2024
12/19/2020,53557,18431,10055,2021
12/18/2020,53630,18436,10072,2023
12/17/2020,53652,18471,10067,2025
12/16/2020,53604,18432,10058,2022
12/15/2020,53682,18438,10093,2012
12/14/2020,53712,18434,10103,2015
12/13/2020,53778,18418,10131,2016
12/12/2020,53694,18352,10130,2019
12/11/2020,53684,18351,10115,2020
12/10/2020,53670,18336,10115,2020
12/09/2020,53758,18375,10142,2013
12/08/2020,53698,18335,10131,2022
12/07/2020,53626,18324,10113,2028
12/06/2020,53674,18314,10137,2023
12/05/2020,53686,18319,10132,2024
12/04/2020,53676,18254,10156,2021
12/03/2020,53610,18254,10142,2015
12/02/2020,53634,18219,10159,2007
12/01/2020,53501,18214,10117,2002
11/30/2020,53592,18214,10151,2011
11/29/2020,53686,18221,10181,2003
11/28/2020,53745,18178,10207,2012
11/27/2020,53708,18155,10205,2008
11/26/2020,53743,18115,10218,2025
11/25/2020,53729,18154,10205,2017
11/24/2020,53753,18200,10202,2009
11/23/2020,54008,18253,10254,2028
11/22/2020,53925,18204,10234,2026
11/21/2020,53903,18240,10211,2030
11/20/2020,53797,18224,10181,2025
11/19/2020,53870,18324,10168,2021
11/18/2020,53963,18306,10196,2027
11/17/2020,53877,18302,10176,2017
11/16/2020,53874,18205,10192,2031
11/15/2020,54016,18197,10241,2034
11/14/2020,54043,18208,10242,2033
11/13/2020,54006,18222,10213,2035
11/12/2020,53923,18239,10191,2029
11/11/2020,53917,18225,10202,2020
11/10/2020,53842,18127,10194,2038
11/09/2020,53926,18114,10224,2043
11/08/2020,54000,18155,10225,2046
11/07/2020,53918,18099,10214,2042
11/06/2020,53972,18104,10227,2045
11/05/2020,54031,18118,10262,2035
11/04/2020,54019,18124,10257,2036
11/03/2020,54184,18159,10290,2037
11/02/2020,54147,18156,10260,2053
11/01/2020,54124,18092,10285,2055
10/31/2020,54109,18052,10293,2060
10/30/2020,54090,18085,10277,2058
10/29/2020,54084,18111,10261,2055
10/28/2020,54032,18046,10270,2047
10/27/2020,54203,18049,10305,2067
10/26/2020,54174,18009,10304,2070
10/25/2020,54167,17938,10316,2063
10/24/2020,54144,17936,10301,2070
10/23/2020,54227,17923,10327,2073
10/22/2020,54219,17959,10312,2067
10/21/2020,54085,17931,10280,2062
10/20/2020,54236,17963,10306,2076
10/19/2020,54215,17935,10306,2084
10/18/2020,54367,17995,10331,2093
10/17/2020,54236,17958,10304,2088
10/16/2020,54258,17951,10315,2086
10/15/2020,54200,17933,10304,2086
10/14/2020,54066,17891,10276,2085
10/13/2020,54214,17894,10313,2102
10/12/2020,54180,17940,10302,2093
10/11/2020,54190,17906,10322,2092
10/10/2020,54161,17869,10316,2100
10/09/2020,54115,17828,10303,2104
10/08/2020,54059,17844,10287,2102
10/07/2020,54134,17849,10318,2089
10/06/2020,54096,17804,10320,2096
10/05/2020,54041,17799,10295,2104
10/04/2020,54072,17811,10310,2088
10/03/2020,53948,17718,10293,2092
10/02/2020,54103,17728,10344,2097
10/01/2020,54097,17766,10327,2089
09/30/2020,54143,17798,10326,2096
09/29/2020,54136,17769,10328,2112
09/28/2020,54132,17823,10308,2114
09/27/2020,54190,17795,10345,2107
09/26/2020,54090,17739,10335,2109
09/25/2020,54133,17743,10345,2113
09/24/2020,54188,17823,10344,2101
09/23/2020,54173,17839,10334,2096
09/22/2020,54324,17892,10358,2101
09/21/2020,54337,17869,10369,2116
09/20/2020,54426,17860,10393,2116
09/19/2020,54360,17839,10373,2115
09/18/2020,54443,17829,10411,2123
09/17/2020,54438,17891,10393,2116
09/16/2020,54468,17892,10399,2116
09/15/2020,54460,17876,10393,2118
09/14/2020,54368,17787,10381,2127
09/13/2020,54498,17845,10405,2130
09/12/2020,54471,17743,10437,2124
09/11/2020,54423,17775,10413,2120
09/10/2020,54487,17841,10405,2118
09/09/2020,54490,17805,10404,2125
09/08/2020,54477,17765,10408,2140
09/07/2020,54463,17767,10411,2131
09/06/2020,54331,17711,10385,2136
09/05/2020,54436,17770,10398,2135
09/04/2020,54413,17748,10397,2134
09/03/2020,54512,17782,10417,2134
09/02/2020,54623,17758,10450,2132
09/01/2020,54502,17764,10406,2134
08/31/2020,54570,17759,10414,2158
08/30/2020,54655,17776,10432,2156
08/29/2020,54677,17820,10425,2157
08/28/2020,54638,17775,10419,2158
08/27/2020,54697,17775,10441,2144
08/26/2020,54630,17776,10424,2139
08/25/2020,54601,17757,10415,2154
08/24/2020,54756,17759,10444,2178
08/23/2020,54749,17757,10446,2172
08/22/2020,54704,17730,10440,2173
08/21/2020,54710,17732,10434,2184
08/20/2020,54791,17771,10449,2183
08/19/2020,54783,17708,10466,2193
08/18/2020,54662,17663,10431,2187
08/17/2020,54737,17751,10430,2184
08/16/2020,54876,17713,10480,2195
08/15/2020,54764,17644,10468,2195
08/14/2020,54729,17611,10469,2189
08/13/2020,54841,17684,10479,2183
08/12/2020,54907,17694,10491,2189
08/11/2020,54737,17624,10473,2181
08/10/2020,54841,17630,10480,2206
08/09/2020,54841,17636,10483,2196
08/08/2020,54762,17560,10486,2194
08/07/2020,54838,17602,10490,2199
08/06/2020,54945,17629,10508,2205
08/05/2020,54868,17594,10488,2213
08/04/2020,54943,17601,10507,2203
08/03/2020,54978,17621,10508,2214
08/02/2020,54956,17568,10524,2200
08/01/2020,54810,17530,10486,2198
07/31/2020,54930,17534,10529,2195
07/30/2020,55090,17649,10542,2208
07/29/2020,55048,17651,10527,2212
07/28/2020,55079,17610,10550,2205
07/27/2020,55076,17619,10537,2214
07/26/2020,55118,17631,10547,2217
07/25/2020,55134,17580,10565,2225
07/24/2020,55123,17574,10568,2220
07/23/2020,55206,17607,10574,2222
07/22/2020,55284,17642,10585,2225
07/21/2020,55296,17616,10593,2227
07/20/2020,55258,17591,10579,2234
07/19/2020,55234,17559,10577,2235
07/18/2020,55160,17538,10568,2232
07/17/2020,55247,17531,10601,2228
07/16/2020,55321,17565,10612,2235
07/15/2020,55251,17414,10638,2234
07/14/2020,55367,17578,10617,2235
07/13/2020,55335,17601,10590,2245
07/12/2020,55362,17603,10602,2243
07/11/2020,55460,17613,10636,2244
07/10/2020,55487,17638,10641,2236
07/09/2020,55456,17568,10652,2237
07/08/2020,55377,17562,10621,2243
07/07/2020,55394,17537,10633,2239
07/06/2020,55504,17548,10658,2254
07/05/2020,55402,17454,10653,2249
07/04/2020,55235,17262,10655,2253
07/03/2020,55373,17464,10641,2245
07/02/2020,55473,17458,10670,2254
07/01/2020,55560,17491,10677,2264
06/30/2020,55553,17530,10664,2260
06/29/2020,55545,17546,10658,2253
06/28/2020,55540,17523,10657,2261
06/26/2020,55513,17472,10662,2271
06/25/2020,55623,17527,10681,2272
06/24/2020,55659,17537,10675,2273
06/23/2020,55841,17487,10745,2289
06/22/2020,55857,17495,10742,2287
06/21/2020,55769,17484,10727,2281
06/20/2020,55774,17499,10722,2281
06/19/2020,55783,17497,10725,2282
06/18/2020,55810,17441,10755,2289
06/17/2020,55912,17494,10774,2286
06/15/2020,56070,17479,10800,2318
06/14/2020,56031,17484,10801,2303
06/13/2020,55972,17413,10805,2306
06/12/2020,55961,17453,10797,2295
06/11/2020,56028,17502,10802,2290
06/10/2020,56035,17514,10796,2297
06/09/2020,56082,17500,10813,2305
06/08/2020,56116,17493,10821,2312
06/06/2020,56022,17436,10810,2314
06/05/2020,56101,17510,10809,2318
06/04/2020,56185,17497,10840,2304
06/03/2020,56249,17473,10859,2312
06/02/2020,56327,17475,10888,2311
06/01/2020,56319,17458,10885,2319
05/31/2020,56283,17413,10887,2317
05/30/2020,56167,17299,10887,2315
05/29/2020,56314,17336,10922,2319
05/28/2020,56355,17364,10923,2319
05/27/2020,56442,17342,10949,2324
05/26/2020,56424,17317,10942,2332
05/25/2020,56393,17314,10938,2328
05/24/2020,56334,17320,10919,2325
05/23/2020,56364,17344,10918,2325
05/22/2020,56440,17315,10946,2325
05/21/2020,56480,17377,10930,2328
05/20/2020,56534,17382,10953,2328
05/19/2020,56514,17328,10956,2339
05/18/2020,56461,17329,10942,2342
05/17/2020,56511,17319,10948,2342
05/16/2020,56487,17263,10960,2340
05/15/2020,56492,17238,10976,2337
05/14/2020,56552,17291,10978,2335
05/13/2020,56628,17260,11014,2341
05/12/2020,56636,17327,10990,2340
05/11/2020,56799,17371,11014,2356
05/10/2020,56802,17362,11015,2358
05/09/2020,56771,17342,11013,2351
05/08/2020,56745,17340,11011,2345
05/07/2020,56692,17228,11033,2337
05/06/2020,56766,17277,11040,2341
05/05/2020,56667,17230,11028,2342
05/04/2020,56721,17203,11038,2364
05/03/2020,56645,17169,11032,2357
05/02/2020,56669,17131,11047,2364
05/01/2020,56705,17202,11030,2361
04/30/2020,56876,17299,11064,2351
04/29/2020,56967,17358,11065,2351
04/28/2020,57097,17375,11089,2373
04/27/2020,57169,17428,11087,2383
04/26/2020,57203,17412,11098,2381
04/25/2020,57121,17316,11108,2381
04/24/2020,57138,17319,11103,2393
04/23/2020,57284,17361,11129,2395
04/22/2020,57362,17374,11155,2396
04/21/2020,57282,17322,11143,2404
04/20/2020,57368,17374,11149,2409
04/19/2020,57447,17409,11164,2410
04/18/2020,57501,17459,11165,2407
04/17/2020,57458,17424,11163,2401
04/16/2020,57501,17382,11230,2402
04/15/2020,57584,17265,11312,2415
04/14/2020,57645,17264,11332,2425
04/13/2020,57845,17328,11371,2428
04/12/2020,57776,17293,11352,2432
04/11/2020,57772,17289,11334,2431
04/10/2020,57762,17294,11318,2433
04/09/2020,57842,17325,11329,2433
04/08/2020,57921,17325,11351,2445
04/07/2020,57982,17303,11399,2450
04/06/2020,57980,17278,11414,2448
04/05/2020,58021,17326,11406,2450
04/04/2020,57978,17299,11409,2440
04/03/2020,57982,17297,11414,2444
04/02/2020,57939,17291,11398,2435
04/01/2020,58058,17276,11436,2446
03/31/2020,58098,17306,11433,2448
03/30/2020,58055,17270,11437,2441
03/29/2020,58042,17239,11441,2440
03/28/2020,58014,17236,11437,2436
03/27/2020,57919,17140,11430,2439
03/26/2020,57975,17186,11412,2445
03/25/2020,57975,17192,11400,2444
03/24/2020,57973,17168,11387,2446
03/23/2020,57903,17187,11355,2435
03/22/2020,57836,17155,11332,2441
03/21/2020,57704,17060,11319,2432
03/20/2020,57655,17023,11310,2433
03/19/2020,57813,17146,11317,2444
03/18/2020,57864,17156,11344,2442
03/17/2020,57924,17137,11373,2438
03/16/2020,57881,17134,11357,2437
03/15/2020,58021,17125,11408,2433
03/14/2020,57919,17036,11406,2438
03/13/2020,57990,17120,11408,2437
03/12/2020,58172,17217,11423,2457
03/11/2020,58118,17182,11416,2463
03/10/2020,58120,17191,11414,2461
03/09/2020,58141,17187,11410,2476
03/08/2020,58158,17182,11418,2462
03/07/2020,58105,17114,11426,2457
03/06/2020,58086,17154,11409,2452
03/05/2020,58223,17191,11428,2451
03/04/2020,58341,17203,11441,2460
03/03/2020,58442,17222,11472,2455
03/02/2020,58417,17205,11488,2448
03/01/2020,58451,17235,11498,2436
02/29/2020,58480,17195,11519,2441
02/28/2020,58475,17192,11519,2455
02/27/2020,58543,17260,11516,2458
02/26/2020,58507,17211,11516,2461
02/25/2020,58655,17278,11539,2466
02/24/2020,58696,17276,11552,2467
02/23/2020,58774,17272,11579,2466
02/22/2020,58737,17228,11583,2461
02/21/2020,58670,17243,11561,2453
02/20/2020,58719,17296,11554,2459
02/19/2020,58742,17283,11566,2459
02/18/2020,58852,17287,11597,2476
02/17/2020,58873,17283,11603,2470
02/16/2020,58847,17239,11614,2467
02/15/2020,58850,17206,11618,2473
02/14/2020,58806,17162,11614,2471
02/13/2020,58916,17239,11624,2467
02/12/2020,58863,17214,11613,2470
02/11/2020,58900,17224,11627,2463
02/10/2020,58872,17204,11619,2472
02/09/2020,58914,17205,11639,2471
02/08/2020,58825,17168,11623,2468
02/07/2020,58869,17138,11659,2454
02/06/2020,58962,17167,11674,2458
02/05/2020,58973,17190,11662,2457
02/04/2020,58838,17126,11639,2456
02/03/2020,59473,17106,11881,2470
02/02/2020,59483,17134,11881,2458
02/01/2020,59398,17064,11879,2463
01/31/2020,59494,17078,11904,2469
01/30/2020,59642,17235,11903,2476
01/29/2020,59705,17219,11926,2475
01/28/2020,59753,17251,11921,2480
01/27/2020,59836,17218,11952,2478
01/26/2020,59803,17203,11957,2467
01/25/2020,59729,17133,11951,2471
01/24/2020,59686,17082,11946,2489
01/23/2020,59863,17183,11966,2493
01/22/2020,59888,17207,11966,2482
01/21/2020,59957,17212,11987,2483
01/20/2020,59869,17178,11974,2486
01/19/2020,59837,17123,11990,2478
01/18/2020,59790,17095,11989,2474
01/17/2020,59867,17067,12012,2490
01/16/2020,59915,17085,12028,2479
01/15/2020,59905,17062,12031,2481
01/14/2020,60002,17104,12044,2495
01/13/2020,59847,17041,12018,2488
01/12/2020,59774,17019,12023,2458
01/11/2020,59683,16930,12024,2464
01/10/2020,59647,16927,12011,2469
01/09/2020,59813,17047,12017,2475
01/08/2020,59626,17016,11967,2476
01/07/2020,59583,16988,11946,2485
01/06/2020,59498,16938,11934,2483
01/05/2020,59541,16899,11957,2483
01/04/2020,59244,16731,11915,2487
01/03/2020,59251,16745,11914,2489
01/02/2020,59380,16797,11943,2485
01/01/2020,59378,16782,11947,2485
12/31/2019,59027,16508,11931,2474
12/30/2019,59347,16917,11910,2471
12/29/2019,59277,16862,11902,2471
12/28/2019,59289,16815,11921,2470
12/27/2019,59402,16796,11966,2478
12/26/2019,59693,16861,12036,2489
12/25/2019,59655,16837,12040,2491
12/24/2019,59513,16761,12025,2480
12/23/2019,59927,16945,12091,2493
12/22/2019,59917,16969,12089,2478
12/21/2019,59847,16906,12081,2481
12/20/2019,59868,16912,12074,2488
12/19/2019,59984,17035,12074,2489
12/18/2019,59947,16982,12082,2484
12/17/2019,59965,16975,12090,2481
12/16/2019,60063,16975,12124,2486
12/15/2019,59997,16886,12135,2485
12/14/2019,59860,16841,12116,2478
12/13/2019,59911,16839,12120,2488
12/12/2019,60039,16930,12138,2482
12/11/2019,60000,16939,12120,2481
12/10/2019,59979,16929,12129,2476
12/09/2019,60043,16936,12143,2487
12/08/2019,60036,16893,12158,2480
12/07/2019,59921,16844,12128,2485
12/06/2019,59867,16832,12118,2476
12/05/2019,59916,16896,12121,2478
12/04/2019,59943,16861,12149,2482
12/03/2019,60051,16845,12167,2493
12/02/2019,60088,16848,12183,2487
12/01/2019,60048,16835,12179,2487
11/30/2019,59909,16682,12188,2486
11/29/2019,59814,16621,12171,2497
11/28/2019,59874,16609,12197,2496
11/27/2019,59947,16721,12189,2483
11/26/2019,60116,16829,12198,2488
11/25/2019,60235,16854,12228,2504
11/24/2019,60166,16878,12206,2487
11/23/2019,60140,16815,12208,2493
11/22/2019,60181,16804,12219,2497
11/21/2019,60339,16871,12234,2506
11/20/2019,60351,16876,12241,2500
11/19/2019,60405,16900,12242,2505
11/18/2019,60463,16908,12261,2510
11/17/2019,60437,16824,12275,2513
11/16/2019,60307,16724,12263,2513
11/15/2019,60401,16747,12269,2528
11/14/2019,60479,16812,12275,2523
11/13/2019,60488,16862,12255,2533
11/12/2019,60479,16843,12260,2534
11/11/2019,60342,16749,12259,2521
11/10/2019,60228,16688,12242,2513
11/09/2019,60096,16652,12209,2516
11/08/2019,60075,16646,12205,2517
11/07/2019,60170,16643,12230,2523
11/06/2019,60121,16603,12223,2537
11/05/2019,59983,16586,12196,2523
11/04/2019,59951,16548,12192,2536
11/03/2019,59978,16547,12207,2530
11/02/2019,59809,16446,12194,2513
11/01/2019,59765,16380,12197,2517
10/31/2019,60002,16569,12211,2530
10/30/2019,60069,16679,12200,2529
10/29/2019,60181,16714,12213,2535
10/28/2019,60120,16655,12218,2531
10/27/2019,60114,16640,12232,2516
10/26/2019,60013,16531,12226,2536
10/25/2019,60035,16599,12212,2539
10/24/2019,60142,16692,12227,2528
10/23/2019,60192,16676,12252,2535
10/22/2019,60100,16647,12244,2532
10/21/2019,60074,16647,12240,2532
10/20/2019,59945,16502,12246,2532
10/19/2019,59917,16504,12237,2524
10/18/2019,60071,16543,12280,2528
10/17/2019,59914,16498,12244,2529
10/16/2019,60128,16626,12264,2536
10/15/2019,60184,16587,12298,2531
10/14/2019,60106,16582,12277,2534
10/13/2019,60126,16517,12293,2534
10/12/2019,59953,16431,12267,2531
10/11/2019,59902,16457,12243,2530
10/10/2019,59960,16545,12241,2517
10/09/2019,59882,16565,12230,2501
10/08/2019,59932,16546,12239,2505
10/07/2019,59856,16475,12233,2517
10/06/2019,59815,16433,12253,2504
10/05/2019,59726,16378,12237,2503
10/04/2019,59756,16344,12256,2509
10/03/2019,59831,16462,12246,2513
10/02/2019,59765,16439,12236,2519
10/01/2019,59634,16398,12207,2511
09/30/2019,59695,16457,12219,2501
09/29/2019,59819,16473,12249,2500
09/28/2019,59626,16370,12228,2492
09/27/2019,59617,16409,12211,2497
09/26/2019,59841,16531,12224,2521
09/25/2019,59746,16497,12212,2512
09/24/2019,59689,16497,12193,2499
09/23/2019,59651,16421,12207,2499
09/22/2019,59523,16414,12174,2489
09/21/2019,59439,16326,12178,2492
09/20/2019,59603,16381,12208,2497
09/19/2019,59836,16555,12224,2506
09/18/2019,59802,16485,12240,2510
09/17/2019,59621,16421,12209,2507
09/16/2019,59705,16397,12252,2512
09/15/2019,59657,16382,12253,2498
09/14/2019,59511,16306,12227,2500
09/13/2019,59616,16359,12235,2514
09/12/2019,59760,16448,12244,2516
09/11/2019,59604,16391,12215,2515
09/10/2019,59561,16417,12191,2521
09/09/2019,59557,16375,12201,2529
09/08/2019,59476,16355,12197,2508
09/07/2019,59245,16259,12155,2503
09/06/2019,59298,16263,12157,2514
09/05/2019,59372,16329,12155,2512
09/04/2019,59232,16306,12126,2516
09/03/2019,59098,16222,12114,2515
09/02/2019,58978,16210,12084,2493
09/01/2019,58858,16129,12073,2492
08/31/2019,58867,16134,12066,2507
08/30/2019,58909,16136,12082,2508
08/29/2019,59113,16333,12092,2496
08/28/2019,59142,16423,12074,2501
08/27/2019,58952,16337,12032,2508
08/26/2019,59041,16313,12062,2516
08/25/2019,58953,16262,12063,2500
08/24/2019,58867,16160,12074,2498
08/23/2019,58898,16195,12065,2500
08/22/2019,59009,16291,12071,2506
08/21/2019,59017,16250,12081,2502
08/20/2019,58980,16276,12061,2499
08/19/2019,59024,16283,12070,2509
08/18/2019,59069,16259,12103,2490
08/17/2019,58830,16116,12079,2489
08/16/2019,58910,16174,12088,2487
08/15/2019,59082,16289,12093,2497
08/14/2019,59018,16266,12068,2508
08/13/2019,58934,16225,12043,2509
08/12/2019,58948,16241,12052,2509
08/11/2019,58809,16166,12039,2490
08/10/2019,58600,16060,12013,2487
08/09/2019,58584,16097,12008,2483
08/08/2019,58649,16171,12001,2490
08/07/2019,58688,16242,11978,2503
08/06/2019,58656,16221,11975,2497
08/05/2019,58570,16160,11970,2495
08/04/2019,58520,16173,11960,2476
08/03/2019,58394,16094,11946,2478
08/02/2019,58389,16098,11928,2497
08/01/2019,58361,16098,11920,2500
07/31/2019,58402,16215,11884,2498
07/30/2019,58332,16181,11871,2496
07/29/2019,58407,16152,11897,2512
07/28/2019,58289,16120,11883,2506
07/27/2019,58136,16012,11871,2502
07/26/2019,58158,16098,11861,2489
07/25/2019,58251,16206,11865,2482
07/24/2019,58292,16170,11893,2472
07/23/2019,58225,16200,11882,2471
07/22/2019,58165,16175,11863,2496
07/21/2019,57978,16102,11825,2490
07/20/2019,57981,16043,11844,2488
07/19/2019,58115,16110,11854,2494
07/18/2019,58251,16209,11866,2485
07/17/2019,58164,16178,11839,2490
07/16/2019,58119,16138,11833,2501
07/15/2019,58136,16112,11847,2510
07/14/2019,58117,16108,11852,2499
07/13/2019,58080,16004,11870,2497
07/12/2019,58172,16079,11867,2510
